Filename: Jornada_287001_npp_perennial_plant_phenology_data.csv     Last updated: 02/22/2018  By: Ken Ramsey

Dataset: Plant phenology transect at NPP sites
Project: Perennial Plant Phenology on NPP Sites
Study #:  287

Variable Information:
DATE              = date of observation [DD/MM/YYYY]
DOY               = day of year
ZONE              = vegetation zone  [C=Creosote G=Grassland M=Mesquite  P=Playa T=Tarbush]
SITE              = site name
SPP               = Species Code [4 letter acronym; see LTER site species list]
DORMANT           = Count (number of dormant individuals)
qf_dormant        = quality flag for DORMANT (blank=good  E=estimated  M=missing  Q=questionable)
NON-REP           = Count (number of non-reproductive individuals)
qf_nonrep         = quality flag for NONREP (blank=good  E=estimated  M=missing  Q=questionable)
BUD               = Count (number of individuals in bud)
qf_bud            = quality flag for BUD (blank=good  E=estimated  M=missing  Q=questionable)
FLOWER            = Count (number of individuals in flower)
qf_flower         = quality flag for FLOWER (blank=good  E=estimated  M=missing  Q=questionable)
FRUIT             = Count (number of individuals in fruit. Does not include OLD_FRUIT)
qf_fruit          = quality flag for FRUIT (blank=good  E=estimated  M=missing  Q=questionable)
TOTAL-OLD-FRUIT   = Count (number of individuals with old fruit = old-fruit-dormant plus old-fruit-nonrep)
OLD-FRUIT-DORMANT = Count (number of DORMANT individuals with old fruit)
OLD-FRUIT-NONREP  = Count (number of NON-REP individuals with old fruit)
METHOD            = Method used (B=belt transect; L=line transect)
SEEDLING          = seedling count
qf_seedling       = quality flag for SEEDLING (blank=good  E=estimated  M=missing  Q=questionable)
OBSERVER          = initials of field observer
TOTALOBS          = total of plants observed (dormant+non-rep+bud+flower+fruit)
PercentDORMANT    = percent of all phenophase observations that are Dormant (= Dormant count divided by count sum of all phenophases but discounting Old-Fruit)
PercentNON-REP    = percent of all phenophase observations that are Non-reproductive (= Dormant count divided by count sum of all phenophases but discounting Old-Fruit)
PercentBUD        = percent of all phenophase observations that are Bud (= Bud count divided by count sum of all phenophases but discounting Old-Fruit)
PercentFLOWER     = percent of all phenophase observations that are Flower (= Dormant count divided by count sum of all phenophases but discounting Old-Fruit)
PercentFRUIT      = percent of all phenophase observations that are Fruit (= Dormant count divided by count sum of all phenophases but discounting Old-Fruit)
COMMENT           = Comment section


DATE,DOY,ZONE,SITE,SPP,DORMANT,qf_dormant,NON-REP,qf_nonrep,BUD,qf_bud,FLOWER,qf_flower,FRUIT,qf_fruit,TOTAL_OLD_FRUIT,OLD-FRUIT-DORMANT,OLD-FRUIT-NONREP,METHOD,SEEDLING,qf_seedling,OBSERVER,TOTAL-OBS,Percent-DORMANT,Percent-NON-REP,Percent-BUD,Percent-FLOWER,Percent-FRUIT,COMMENT
7/17/1995,198,C,CALI,YUEL,0,,1,,0,,0,,1,,0,0,0,B,,,CIS,2,0,50,0,0,50,
7/17/1995,198,C,CALI,ZIAC,0,,2,,0,,5,,0,,0,0,0,B,,,CIS,7,0,28.57,0,71.43,0,
7/17/1995,198,P,COLL,PAOB,0,,43,,0,,0,,0,,0,0,0,B,,,CIS,43,0,100,0,0,0,not much green
7/17/1995,198,C,GRAV,DAPU,0,,27,,0,,0,,0,,0,0,0,B,,,CIS,27,0,100,0,0,0,
7/17/1995,198,C,GRAV,EPTR,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/17/1995,198,C,GRAV,FLCE,0,,3,,0,,0,,0,,0,0,0,B,,,CIS,3,0,100,0,0,0,
7/17/1995,198,C,GRAV,LATR,0,,3,,1,,30,,0,,0,0,0,B,,,CIS,34,0,8.82,2.94,88.24,0,this is second flowering
7/17/1995,198,C,GRAV,MUPO,0,,24,,0,,0,,0,,0,0,0,B,,,CIS,24,0,100,0,0,0,
7/17/1995,198,C,GRAV,OPVI,0,,3,,0,,0,,0,,0,0,0,B,,,CIS,3,0,100,0,0,0,
7/17/1995,198,C,GRAV,PAIN,0,,18,,0,,0,,0,,0,0,0,B,,,CIS,18,0,100,0,0,0,
7/17/1995,198,C,GRAV,PRGL,0,,11,,0,,0,,0,,0,0,0,B,,,CIS,11,0,100,0,0,0,
7/17/1995,198,C,GRAV,RHMI,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/17/1995,198,C,GRAV,XANT,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/17/1995,198,C,GRAV,YUBA,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/17/1995,198,C,GRAV,YUEL,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/17/1995,198,C,GRAV,ZIAC,0,,15,,0,,0,,0,,0,0,0,B,,,CIS,15,0,100,0,0,0,
7/17/1995,198,C,SAND,ARSP,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/17/1995,198,C,SAND,FLCE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/17/1995,198,C,SAND,LATR,0,,0,,1,,0,,36,,0,0,0,B,,,CIS,37,0,0,2.7,0,97.3,
7/17/1995,198,C,SAND,MUPO,0,,28,,0,,0,,0,,0,0,0,B,,,CIS,28,0,100,0,0,0,
7/17/1995,198,C,SAND,OPVI,0,,9,,0,,0,,0,,0,0,0,B,,,CIS,9,0,100,0,0,0,
7/17/1995,198,C,SAND,PAIN,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/17/1995,198,C,SAND,SELE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/17/1995,198,C,SAND,SPCR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/17/1995,198,C,SAND,XANT,0,,15,,0,,0,,0,,0,0,0,B,,,CIS,15,0,100,0,0,0,
7/17/1995,198,C,SAND,YUEL,0,,7,,0,,0,,0,,0,0,0,B,,,CIS,7,0,100,0,0,0,
7/17/1995,198,C,SAND,ZIAC,0,,8,,1,,0,,0,,0,0,0,B,,,CIS,9,0,88.89,11.11,0,0,
7/17/1995,198,P,SMAL,PAOB,0,,140,,0,,0,,0,,0,0,0,B,,,CIS,140,0,100,0,0,0,some seeds off plot
7/17/1995,198,G,SUMM,ARSP,0,,7,,0,,2,,1,,0,0,0,B,,,CIS,10,0,70,0,20,10,
7/17/1995,198,G,SUMM,BOER,0,,102,,0,,0,,0,,0,0,0,L,,,CIS,102,0,100,0,0,0,
7/17/1995,198,G,SUMM,EPTR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/17/1995,198,G,SUMM,MUPO,0,,7,,0,,0,,0,,0,0,0,B,,,CIS,7,0,100,0,0,0,
7/17/1995,198,G,SUMM,OPIM,0,,4,,0,,0,,0,,0,0,0,B,,,CIS,4,0,100,0,0,0,
7/17/1995,198,G,SUMM,OPPH,0,,2,,0,,0,,3,,0,0,0,B,,,CIS,5,0,40,0,0,60,
7/17/1995,198,G,SUMM,OPVI,0,,4,,0,,0,,9,,0,0,0,B,,,CIS,13,0,30.77,0,0,69.23,
7/17/1995,198,G,SUMM,XANT,0,,2,,1,,0,,0,,0,0,0,B,,,CIS,3,0,66.67,33.33,0,0,
7/17/1995,198,G,SUMM,YUEL,0,,2,,0,,0,,1,,0,0,0,B,,,CIS,3,0,66.67,0,0,33.33,
7/17/1995,198,G,SUMM,ZIGR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,yellow large plants only
7/18/1995,199,G,BASN,ARSP,0,,25,,0,,0,,0,,0,0,0,B,,,CIS,25,0,100,0,0,0,
7/18/1995,199,G,BASN,BOER,0,,115,,0,,0,,0,,0,0,0,L,,,CIS,115,0,100,0,0,0,
7/18/1995,199,G,BASN,EPTR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/18/1995,199,G,BASN,MUAR,0,,12,,0,,0,,0,,0,0,0,B,,,CIS,12,0,100,0,0,0,
7/18/1995,199,G,BASN,MUPO,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
7/18/1995,199,G,BASN,OPVI,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/18/1995,199,G,BASN,PLMU,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
7/18/1995,199,G,BASN,SCBR,0,,43,,0,,0,,0,,0,0,0,B,,,CIS,43,0,100,0,0,0,much with no green
7/18/1995,199,G,BASN,SPCR,0,,8,,0,,0,,0,,0,0,0,B,,,CIS,8,0,100,0,0,0,rest have no green
7/18/1995,199,G,BASN,YUEL,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/18/1995,199,G,BASN,ZIGR,0,,18,,0,,0,,0,,0,0,0,B,,,CIS,18,0,100,0,0,0,turning yellow
7/18/1995,199,T,EAST,ARSP,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/18/1995,199,T,EAST,BOER,0,,4,,0,,0,,0,,0,0,0,B,,,CIS,4,0,100,0,0,0,
7/18/1995,199,T,EAST,EPTO,0,,7,,0,,0,,0,,0,0,0,B,,,CIS,7,0,100,0,0,0,
7/18/1995,199,T,EAST,FLCE,0,,46,,0,,0,,0,,0,0,0,B,,,CIS,46,0,100,0,0,0,
7/18/1995,199,T,EAST,KOSP,0,,2,,2,,0,,0,,0,0,0,B,,,CIS,4,0,50,50,0,0,
7/18/1995,199,T,EAST,LYBE,7,,3,,0,,0,,0,,0,0,0,B,,,CIS,10,70,30,0,0,0,
7/18/1995,199,T,EAST,MUPO,0,,21,,0,,0,,0,,0,0,0,B,,,CIS,21,0,100,0,0,0,
7/18/1995,199,T,EAST,OPLE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,new location
7/18/1995,199,T,EAST,PLMU,0,,7,,0,,1,,0,,0,0,0,B,,,CIS,8,0,87.5,0,12.5,0,
7/18/1995,199,T,EAST,SCBR,0,,18,,0,,0,,0,,0,0,0,L,,,CIS,18,0,100,0,0,0,
7/18/1995,199,T,EAST,SPCO,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/18/1995,199,T,EAST,XANT,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/18/1995,199,T,EAST,ZIAC,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
7/18/1995,199,T,TAYL,ARSP,0,,16,,0,,0,,0,,0,0,0,B,,,CIS,16,0,100,0,0,0,
7/18/1995,199,T,TAYL,ATCA,0,,0,,1,,0,,0,,0,0,0,B,,,CIS,1,0,0,100,0,0,
7/18/1995,199,T,TAYL,BOER,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
7/18/1995,199,T,TAYL,DAPU,0,,17,,0,,0,,0,,0,0,0,B,,,CIS,17,0,100,0,0,0,
7/18/1995,199,T,TAYL,FLCE,0,,70,,0,,0,,0,,0,0,0,B,,,CIS,70,0,100,0,0,0,
7/18/1995,199,T,TAYL,LYBE,17,,0,,0,,0,,0,,0,0,0,B,,,CIS,17,100,0,0,0,0,
7/18/1995,199,T,TAYL,MUAR,0,,67,,0,,0,,0,,0,0,0,L,,,CIS,67,0,100,0,0,0,
7/18/1995,199,T,TAYL,MUPO,0,,27,,0,,0,,0,,0,0,0,B,,,CIS,27,0,100,0,0,0,
7/18/1995,199,T,TAYL,OPLE,0,,1,,1,,0,,0,,0,0,0,B,,,CIS,2,0,50,50,0,0,
7/18/1995,199,T,TAYL,PAHA,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/18/1995,199,T,TAYL,PLMU,0,,0,,1,,0,,5,,0,0,0,B,,,CIS,6,0,0,16.67,0,83.33,
7/18/1995,199,T,TAYL,PRGL,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/18/1995,199,T,TAYL,SCBR,0,,158,,0,,0,,0,,0,0,0,L,,,CIS,158,0,100,0,0,0,
7/18/1995,199,T,TAYL,SPAI,0,,37,,0,,0,,0,,0,0,0,B,,,CIS,37,0,100,0,0,0,
7/18/1995,199,T,TAYL,SPCO,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/18/1995,199,T,WEST,ARSP,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/18/1995,199,T,WEST,COMA,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/18/1995,199,T,WEST,EPTR,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/18/1995,199,T,WEST,FLCE,0,,75,,0,,0,,0,,0,0,0,B,,,CIS,75,0,100,0,0,0,
7/18/1995,199,T,WEST,LYBE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,new leaves
7/18/1995,199,T,WEST,MUAR,0,,28,,0,,0,,0,,0,0,0,L,,,CIS,28,0,100,0,0,0,
7/18/1995,199,T,WEST,MUPO,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
7/18/1995,199,T,WEST,OPLE,0,,2,,2,,0,,0,,0,0,0,B,,,CIS,4,0,50,50,0,0,
7/18/1995,199,T,WEST,PLMU,0,,2,,0,,5,,1,,0,0,0,B,,,CIS,8,0,25,0,62.5,12.5,
7/18/1995,199,T,WEST,SCBR,0,,196,,0,,0,,0,,0,0,0,L,,,CIS,196,0,100,0,0,0,
7/19/1995,200,G,IBPE,ARSP,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,G,IBPE,BOER,0,,52,,0,,0,,0,,0,0,0,L,,,CIS,52,0,100,0,0,0,very little green
7/19/1995,200,G,IBPE,EPTR,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,G,IBPE,MUPO,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,G,IBPE,OPVI,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,some new growth
7/19/1995,200,G,IBPE,PRGL,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,G,IBPE,SPFL,0,,14,,0,,0,,0,,0,0,0,B,,,CIS,14,0,100,0,0,0,
7/19/1995,200,G,IBPE,XANT,0,,9,,0,,0,,0,,0,0,0,B,,,CIS,9,0,100,0,0,0,
7/19/1995,200,G,IBPE,YUEL,0,,3,,1,,2,,2,,0,0,0,B,,,CIS,8,0,37.5,12.5,25,25,
7/19/1995,200,G,IBPE,ZIGR,0,,21,,0,,2,,0,,0,0,0,B,,,CIS,23,0,91.3,0,8.7,0,very yellow
7/19/1995,200,M,NORT,MUPO,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,M,NORT,PRGL,0,,0,,0,,0,,11,,0,0,0,B,,,CIS,11,0,0,0,0,100,
7/19/1995,200,M,NORT,SPFL,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,M,NORT,XANT,0,,52,,0,,0,,0,,0,0,0,B,,,CIS,52,0,100,0,0,0,
7/19/1995,200,M,RABB,ARSP,0,,21,,0,,0,,0,,0,0,0,B,,,CIS,21,0,100,0,0,0,
7/19/1995,200,M,RABB,ATCA,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,M,RABB,DAPU,0,,21,,0,,0,,0,,0,0,0,B,,,CIS,21,0,100,0,0,0,
7/19/1995,200,M,RABB,MUPO,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,M,RABB,PRGL,0,,0,,0,,0,,13,,0,0,0,B,,,CIS,13,0,0,0,0,100,
7/19/1995,200,M,RABB,SPFL,0,,8,,0,,0,,0,,0,0,0,B,,,CIS,8,0,100,0,0,0,
7/19/1995,200,M,RABB,XANT,0,,34,,0,,0,,0,,0,0,0,B,,,CIS,34,0,100,0,0,0,
7/19/1995,200,P,TOBO,OPIM,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/19/1995,200,P,TOBO,OPVI,0,,0,,0,,0,,3,,0,0,0,B,,,CIS,3,0,0,0,0,100,
7/19/1995,200,P,TOBO,PLMU,0,,71,,0,,0,,0,,0,0,0,L,,,CIS,71,0,100,0,0,0,
7/19/1995,200,P,TOBO,SPAI,0,,90,,0,,0,,0,,0,0,0,L,,,CIS,90,0,100,0,0,0,
7/19/1995,200,M,WELL,ARSP,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,M,WELL,EPTR,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
7/19/1995,200,M,WELL,PRGL,0,,0,,0,,0,,26,,0,0,0,B,,,CIS,26,0,0,0,0,100,
7/19/1995,200,M,WELL,SELE,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
7/19/1995,200,M,WELL,SPFL,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
7/19/1995,200,M,WELL,XANT,0,,101,,0,,0,,0,,0,0,0,B,90,,CIS,101,0,100,0,0,0,including 90 seedlings of 70.05
7/19/1995,200,M,WELL,YUEL,0,,9,,0,,0,,1,,0,0,0,B,,,CIS,10,0,90,0,0,10,
8/14/1995,226,G,BASN,ARSP,0,,26,,0,,0,,0,,0,0,0,B,,,CIS,26,0,100,0,0,0,
8/14/1995,226,G,BASN,BOER,0,,123,,0,,0,,0,,0,0,0,L,,,CIS,123,0,100,0,0,0,
8/14/1995,226,G,BASN,EPTR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
8/14/1995,226,G,BASN,MUAR,0,,8,,0,,0,,0,,0,0,0,B,,,CIS,8,0,100,0,0,0,
8/14/1995,226,G,BASN,MUPO,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
8/14/1995,226,G,BASN,OPVI,0,,0,,0,,0,,1,,0,0,0,B,,,CIS,1,0,0,0,0,100,
8/14/1995,226,G,BASN,PLMU,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
8/14/1995,226,G,BASN,SCBR,0,,40,,0,,0,,0,,0,0,0,B,,,CIS,40,0,100,0,0,0,
8/14/1995,226,G,BASN,SPCR,0,,10,,0,,0,,0,,0,0,0,B,,,CIS,10,0,100,0,0,0,
8/14/1995,226,G,BASN,YUEL,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
8/14/1995,226,G,BASN,ZIGR,0,,10,,0,,0,,0,,0,0,0,B,,,CIS,10,0,100,0,0,0,very yellow
8/14/1995,226,C,CALI,ARSP,0,,22,,0,,0,,0,,0,0,0,B,,,CIS,22,0,100,0,0,0,
8/14/1995,226,C,CALI,BOSA,0,,3,,0,,0,,0,,0,0,0,B,,,CIS,3,0,100,0,0,0,
8/14/1995,226,C,CALI,DAPU,0,,4,,0,,0,,19,,0,0,0,L,,,CIS,23,0,17.39,0,0,82.61,
8/14/1995,226,C,CALI,DYAC,0,,0,,0,,0,,10,,0,0,0,B,,,CIS,10,0,0,0,0,100,
8/14/1995,226,C,CALI,EPTR,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
8/14/1995,226,C,CALI,LATR,0,,122,,0,,0,,0,,0,0,0,B,,,CIS,122,0,100,0,0,0,
8/14/1995,226,C,CALI,MUPO,0,,10,,0,,1,,0,,0,0,0,B,,,CIS,11,0,90.91,0,9.09,0,
8/14/1995,226,C,CALI,OPVI,0,,1,,0,,0,,4,,0,0,0,B,,,CIS,5,0,20,0,0,80,
8/14/1995,226,C,CALI,PAIN,0,,1,,3,,0,,0,,0,0,0,B,,,CIS,4,0,25,75,0,0,
8/14/1995,226,C,CALI,PRGL,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,CALI,SELE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,CALI,XANT,0,,17,,15,,0,,0,,0,0,0,B,,,CIS,32,0,53.13,46.88,0,0,
8/14/1995,226,C,CALI,YUEL,0,,1,,0,,0,,1,,0,0,0,B,,,CIS,2,0,50,0,0,50,
8/14/1995,226,C,CALI,ZIAC,0,,0,,7,,0,,0,,0,0,0,B,,,CIS,7,0,0,100,0,0,
8/14/1995,226,C,GRAV,COMA,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,GRAV,DAPU,0,,26,,0,,0,,0,,0,0,0,B,,,CIS,26,0,100,0,0,0,
8/14/1995,226,C,GRAV,EPTR,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,GRAV,FLCE,0,,3,,0,,0,,0,,0,0,0,B,,,CIS,3,0,100,0,0,0,
8/14/1995,226,C,GRAV,LATR,0,,3,,0,,0,,30,,0,0,0,B,,,CIS,33,0,9.09,0,0,90.91,new flowers on some
8/14/1995,226,C,GRAV,MUPO,0,,25,,0,,0,,0,,0,0,0,B,,,CIS,25,0,100,0,0,0,
8/14/1995,226,C,GRAV,OPVI,0,,3,,0,,0,,0,,0,0,0,B,,,CIS,3,0,100,0,0,0,
8/14/1995,226,C,GRAV,PAIN,0,,18,,0,,0,,0,,0,0,0,B,,,CIS,18,0,100,0,0,0,
8/14/1995,226,C,GRAV,PRGL,0,,11,,0,,0,,0,,0,0,0,B,,,CIS,11,0,100,0,0,0,
8/14/1995,226,C,GRAV,RHMI,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,GRAV,XANT,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
8/14/1995,226,C,GRAV,YUEL,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,GRAV,ZIAC,0,,18,,0,,0,,0,,0,0,0,B,,,CIS,18,0,100,0,0,0,
8/14/1995,226,M,NORT,PRGL,0,,10,,0,,0,,0,,0,0,0,B,,,CIS,10,0,100,0,0,0,
8/14/1995,226,C,SAND,ARSP,0,,1,,0,,0,,1,,0,0,0,B,,,CIS,2,0,50,0,0,50,
8/14/1995,226,C,SAND,FLCE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/14/1995,226,C,SAND,LATR,0,,0,,0,,0,,36,,0,0,0,B,,,CIS,36,0,0,0,0,100,
8/14/1995,226,C,SAND,MUPO,0,,26,,0,,1,,0,,0,0,0,B,,,CIS,27,0,96.3,0,3.7,0,
8/14/1995,226,C,SAND,OPVI,0,,7,,0,,0,,2,,0,0,0,B,,,CIS,9,0,77.78,0,0,22.22,
8/14/1995,226,C,SAND,SPCR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
8/14/1995,226,C,SAND,XANT,0,,2,,9,,0,,0,,0,0,0,B,,,CIS,11,0,18.18,81.82,0,0,
8/14/1995,226,C,SAND,YUEL,0,,4,,0,,0,,3,,0,0,0,B,,,CIS,7,0,57.14,0,0,42.86,
8/14/1995,226,C,SAND,ZIAC,0,,5,,7,,0,,0,,0,0,0,B,,,CIS,12,0,41.67,58.33,0,0,
8/14/1995,226,G,SUMM,ARSP,0,,9,,0,,0,,0,,0,0,0,B,,,CIS,9,0,100,0,0,0,
8/14/1995,226,G,SUMM,BOER,0,,101,,0,,0,,0,,0,0,0,L,,,CIS,101,0,100,0,0,0,very dry
8/14/1995,226,G,SUMM,EPTR,0,,5,,0,,0,,0,,0,0,0,B,,,CIS,5,0,100,0,0,0,
8/14/1995,226,G,SUMM,MUPO,0,,7,,0,,0,,0,,0,0,0,B,,,CIS,7,0,100,0,0,0,
8/14/1995,226,G,SUMM,OPIM,0,,4,,0,,0,,0,,0,0,0,B,,,CIS,4,0,100,0,0,0,
8/14/1995,226,G,SUMM,OPPH,0,,2,,0,,0,,3,,0,0,0,B,,,CIS,5,0,40,0,0,60,
8/14/1995,226,G,SUMM,OPVI,0,,5,,0,,0,,8,,0,0,0,B,,,CIS,13,0,38.46,0,0,61.54,
8/14/1995,226,G,SUMM,YUEL,0,,1,,0,,0,,2,,0,0,0,B,,,CIS,3,0,33.33,0,0,66.67,
8/14/1995,226,G,SUMM,ZIGR,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
8/16/1995,228,C,CALI,SCBR,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
8/16/1995,228,P,COLL,PAOB,0,,21,,0,,0,,0,,0,0,0,B,,,CIS,21,0,100,0,0,0,mostly dead
8/16/1995,228,T,EAST,ARSP,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,barley veg
8/16/1995,228,T,EAST,BOER,0,,4,,0,,0,,0,,0,0,0,B,,,CIS,4,0,100,0,0,0,
8/16/1995,228,T,EAST,EPTO,0,,7,,0,,0,,0,,0,0,0,B,,,CIS,7,0,100,0,0,0,
8/16/1995,228,T,EAST,FLCE,0,,48,,0,,0,,0,,0,0,0,B,,,CIS,48,0,100,0,0,0,
8/16/1995,228,T,EAST,KOSP,0,,4,,0,,0,,0,,0,0,0,B,,,CIS,4,0,100,0,0,0,
8/16/1995,228,T,EAST,LYBE,0,,10,,0,,0,,0,,0,0,0,B,,,CIS,10,0,100,0,0,0,
8/16/1995,228,T,EAST,MUAR,0,,3,,0,,0,,0,,0,0,0,L,,,CIS,3,0,100,0,0,0,most dead
8/16/1995,228,T,EAST,MUPO,0,,19,,0,,0,,2,,0,0,0,B,,,CIS,21,0,90.48,0,0,9.52,
8/16/1995,228,T,EAST,OPLE,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/16/1995,228,T,EAST,PLMU,0,,6,,0,,0,,2,,0,0,0,B,,,CIS,8,0,75,0,0,25,
8/16/1995,228,T,EAST,SCBR,0,,18,,0,,0,,0,,0,0,0,L,,,CIS,18,0,100,0,0,0,beginning to get green
8/16/1995,228,T,EAST,SPCO,0,,2,,0,,0,,0,,0,0,0,B,,,CIS,2,0,100,0,0,0,
8/16/1995,228,T,EAST,XANT,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/16/1995,228,T,EAST,ZIAC,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
8/16/1995,228,P,SMAL,PAOB,0,,125,,0,,0,,15,,0,0,0,B,,,CIS,140,0,89.29,0,0,10.71,
8/16/1995,228,T,TAYL,ARSP,0,,17,,0,,0,,0,,0,0,0,B,,,CIS,17,0,100,0,0,0,
8/16/1995,228,T,TAYL,ATCA,0,,1,,0,,0,,0,,0,0,0,B,,,CIS,1,0,100,0,0,0,
8/16/1995,228,T,TAYL,BOER,0,,6,,0,,0,,0,,0,0,0,B,,,CIS,6,0,100,0,0,0,
8/16/1995,228,T,TAYL,DAPU,0,,20,,0,,0,,0,,0,0,0,B,,,CIS,20,0,100,0,0,0,
8/16/1995,228,T,TAYL,FLCE,0,,70,,0,,0,,0,,0,0,0,B,,,CIS,70,0,100,0,0,0,
8/16/1995,228,T,TAYL,LYBE,3,,14,,0,,0,,0,,0,0,0,B,,,CIS,17,17.65,82.35,0,0,0,
8/16/1995,228,T,TAYL,MUAR,0,,62,,0,,0,,0,,0,0,0,L,,,CIS,62,0,100,0,0,0,
