#
# Transition date estimate for NEON.D14.JORN.DP1.00042
#
# Site: NEON.D14.JORN.DP1.00042
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2017
# Year max: 2019
# Final Processing Date: 2020-02-20
# Final Processing Time: 15:57:46
# Spline RMSE gcc_mean: 0.00098
# Spline RMSE gcc_50: 0.00099
# Spline RMSE gcc_75: 0.00093
# Spline RMSE gcc_90: 0.00093
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
NEON.D14.JORN.DP1.00042,GR,1000,rising,gcc_90,2017-07-12,2017-07-17,2017-07-23,2017-07-10,2017-07-16,2017-07-21,2017-07-15,2017-07-18,2017-07-24,0.34232,0.34721,0.35673,0.33983,0.37079
NEON.D14.JORN.DP1.00042,GR,1000,rising,gcc_75,2017-07-13,2017-07-17,2017-07-23,2017-07-11,2017-07-16,2017-07-21,2017-07-15,2017-07-19,2017-07-24,0.34195,0.34592,0.35521,0.3394,0.3693
NEON.D14.JORN.DP1.00042,GR,1000,rising,gcc_50,2017-07-13,2017-07-17,2017-07-23,2017-07-12,2017-07-16,2017-07-21,2017-07-16,2017-07-19,2017-07-24,0.34093,0.34459,0.35374,0.33886,0.36684
NEON.D14.JORN.DP1.00042,GR,1000,rising,gcc_mean,2017-07-13,2017-07-17,2017-07-23,2017-07-12,2017-07-16,2017-07-21,2017-07-16,2017-07-19,2017-07-24,0.34094,0.34463,0.35377,0.33877,0.36698
NEON.D14.JORN.DP1.00042,GR,1000,falling,gcc_90,2019-10-17,2019-10-10,2019-09-28,2019-10-18,2019-10-11,2019-09-29,2019-10-15,2019-10-07,2019-09-26,0.34295,0.34706,0.35475,0.34006,0.36919
NEON.D14.JORN.DP1.00042,GR,1000,falling,gcc_75,2019-10-17,2019-10-10,2019-09-28,2019-10-18,2019-10-11,2019-09-29,2019-10-15,2019-10-07,2019-09-26,0.34208,0.34626,0.3538,0.33943,0.36745
NEON.D14.JORN.DP1.00042,GR,1000,falling,gcc_50,2019-10-17,2019-10-10,2019-09-29,2019-10-18,2019-10-11,2019-09-30,2019-10-15,2019-10-07,2019-09-27,0.3414,0.34541,0.35224,0.33875,0.36571
NEON.D14.JORN.DP1.00042,GR,1000,falling,gcc_mean,2019-10-17,2019-10-10,2019-09-28,2019-10-18,2019-10-11,2019-09-29,2019-10-15,2019-10-07,2019-09-26,0.34127,0.34532,0.35254,0.33866,0.36583
