#
# Transition date estimate for ibp
#
# Site: ibp
# Veg Type: NV
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2013
# Year max: 2017
# Final Processing Date: 2020-02-20
# Final Processing Time: 15:54:51
# Spline RMSE gcc_mean: 0.00074
# Spline RMSE gcc_50: 0.00076
# Spline RMSE gcc_75: 0.00071
# Spline RMSE gcc_90: 0.00076
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
ibp,NV,1000,falling,gcc_75,2016-10-21,2016-10-14,2016-09-19,2016-10-24,2016-10-16,2016-09-21,2016-10-18,2016-10-11,2016-09-18,0.34515,0.34933,0.3571,0.34263,0.37049
ibp,NV,1000,falling,gcc_75,2015-11-19,2015-10-14,2015-09-06,2015-11-26,2015-11-04,2015-09-08,2015-11-12,2015-10-06,2015-09-05,0.34374,0.34834,0.35625,0.34081,0.37105
ibp,NV,1000,falling,gcc_75,2014-11-07,2014-10-18,2014-10-07,2014-11-10,2014-10-30,2014-10-11,2014-10-31,2014-10-15,2014-10-05,0.34401,0.34684,0.35195,0.34225,0.36077
ibp,NV,1000,falling,gcc_75,2013-10-15,2013-10-09,2013-10-02,2013-10-19,2013-10-10,2013-10-04,2013-10-14,2013-10-07,2013-10-01,0.34676,0.35111,0.36088,0.34367,0.37537
ibp,NV,1000,falling,gcc_50,2017-09-27,2017-09-20,2017-09-08,2017-09-29,2017-09-23,2017-09-10,2017-09-26,2017-09-19,2017-09-07,0.34506,0.34894,0.35515,0.34295,0.36726
ibp,NV,1000,falling,gcc_50,2016-10-21,2016-10-14,2016-09-19,2016-10-25,2016-10-16,2016-09-21,2016-10-18,2016-10-11,2016-09-18,0.34465,0.34852,0.356,0.34225,0.36865
ibp,NV,1000,falling,gcc_50,2015-11-18,2015-10-14,2015-09-06,2015-11-25,2015-11-03,2015-09-08,2015-11-12,2015-10-05,2015-09-05,0.3432,0.34767,0.35546,0.34031,0.37002
ibp,NV,1000,falling,gcc_50,2014-11-09,2014-10-29,2014-10-08,2014-11-13,2014-11-01,2014-10-12,2014-11-04,2014-10-15,2014-10-06,0.34291,0.34566,0.35072,0.34112,0.35949
ibp,NV,1000,falling,gcc_50,2013-10-17,2013-10-09,2013-10-02,2013-10-20,2013-10-10,2013-10-04,2013-10-16,2013-10-06,2013-10-01,0.34593,0.34978,0.35925,0.34314,0.3732
ibp,NV,1000,falling,gcc_mean,2017-09-27,2017-09-20,2017-09-08,2017-09-29,2017-09-22,2017-09-10,2017-09-26,2017-09-19,2017-09-07,0.34492,0.34893,0.35537,0.34286,0.36784
ibp,NV,1000,falling,gcc_mean,2016-10-22,2016-10-14,2016-09-19,2016-10-26,2016-10-16,2016-09-21,2016-10-18,2016-10-11,2016-09-18,0.34442,0.3486,0.35599,0.34201,0.36872
ibp,NV,1000,falling,gcc_mean,2015-11-17,2015-10-15,2015-09-06,2015-11-24,2015-11-03,2015-09-08,2015-11-12,2015-10-05,2015-09-05,0.34323,0.34766,0.35549,0.34027,0.37005
ibp,NV,1000,falling,gcc_mean,2014-11-10,2014-10-29,2014-10-08,2014-11-13,2014-11-01,2014-10-12,2014-11-04,2014-10-16,2014-10-06,0.34259,0.34556,0.35071,0.34104,0.35976
ibp,NV,1000,falling,gcc_mean,2013-10-17,2013-10-09,2013-10-03,2013-10-21,2013-10-11,2013-10-04,2013-10-16,2013-10-07,2013-10-02,0.34569,0.35002,0.35807,0.34261,0.37342
