#
# Transition date estimate for NEON.D14.JORN.DP1.00033
#
# Site: NEON.D14.JORN.DP1.00033
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2017
# Year max: 2019
# Final Processing Date: 2020-02-20
# Final Processing Time: 15:57:41
# Spline RMSE gcc_mean: 0.00108
# Spline RMSE gcc_50: 0.00101
# Spline RMSE gcc_75: 0.00107
# Spline RMSE gcc_90: 0.00115
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
NEON.D14.JORN.DP1.00033,GR,1000,rising,gcc_90,2017-07-14,2017-07-17,2017-07-23,2017-07-12,2017-07-16,2017-07-22,2017-07-16,2017-07-19,2017-07-24,0.32702,0.33037,0.34001,0.32399,0.35511
NEON.D14.JORN.DP1.00033,GR,1000,rising,gcc_75,2017-07-14,2017-07-18,2017-07-24,2017-07-13,2017-07-17,2017-07-22,2017-07-17,2017-07-20,2017-07-25,0.32592,0.33021,0.33979,0.32379,0.35268
NEON.D14.JORN.DP1.00033,GR,1000,rising,gcc_50,2017-07-14,2017-07-18,2017-07-23,2017-07-12,2017-07-17,2017-07-22,2017-07-15,2017-07-20,2017-07-24,0.32452,0.32848,0.33588,0.32231,0.34923
NEON.D14.JORN.DP1.00033,GR,1000,rising,gcc_mean,2017-07-14,2017-07-18,2017-07-23,2017-07-12,2017-07-17,2017-07-22,2017-07-15,2017-07-20,2017-07-24,0.32465,0.32868,0.33615,0.3224,0.34957
NEON.D14.JORN.DP1.00033,GR,1000,falling,gcc_90,2019-10-17,2019-10-11,2019-09-29,2019-10-18,2019-10-12,2019-09-30,2019-10-15,2019-10-08,2019-09-27,0.32712,0.33134,0.33927,0.32449,0.35358
NEON.D14.JORN.DP1.00033,GR,1000,falling,gcc_75,2019-10-17,2019-10-10,2019-09-28,2019-10-18,2019-10-11,2019-09-29,2019-10-14,2019-10-07,2019-09-25,0.32583,0.33035,0.33739,0.32346,0.35131
NEON.D14.JORN.DP1.00033,GR,1000,falling,gcc_50,2019-10-17,2019-10-10,2019-09-25,2019-10-18,2019-10-11,2019-09-26,2019-10-14,2019-10-07,2019-09-21,0.32473,0.32889,0.33584,0.32265,0.3485
NEON.D14.JORN.DP1.00033,GR,1000,falling,gcc_mean,2019-10-17,2019-10-11,2019-09-27,2019-10-18,2019-10-12,2019-09-28,2019-10-14,2019-10-07,2019-09-24,0.32483,0.32865,0.33609,0.32259,0.34893
