#
# Transition date estimate for jersand
#
# Site: jersand
# Veg Type: SH
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2014
# Year max: 2019
# Final Processing Date: 2020-02-20
# Final Processing Time: 15:57:32
# Spline RMSE gcc_mean: 0.00065
# Spline RMSE gcc_50: 0.00072
# Spline RMSE gcc_75: 0.00071
# Spline RMSE gcc_90: 0.00124
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
jersand,SH,1000,falling,gcc_75,2019-11-02,2019-10-26,2019-10-19,2019-11-09,2019-10-27,2019-10-21,2019-10-28,2019-10-23,2019-10-18,0.33002,0.33262,0.33824,0.32818,0.34749
jersand,SH,1000,falling,gcc_75,2017-10-26,2017-10-09,2017-09-21,2017-11-14,2017-10-12,2017-09-23,2017-10-21,2017-10-05,2017-09-20,0.33014,0.33525,0.34505,0.32659,0.36259
jersand,SH,1000,falling,gcc_75,2016-11-23,2016-11-09,2016-10-15,2016-11-26,2016-11-12,2016-10-19,2016-11-17,2016-10-27,2016-10-14,0.3291,0.33328,0.34052,0.32678,0.35313
jersand,SH,1000,falling,gcc_75,2015-12-14,2015-11-30,2015-11-02,2015-12-18,2015-12-03,2015-11-03,2015-12-04,2015-11-27,2015-09-06,0.32789,0.33109,0.33653,0.32605,0.34682
jersand,SH,1000,falling,gcc_75,2014-11-20,2014-11-10,2014-10-19,2014-11-27,2014-11-13,2014-10-24,2014-11-15,2014-11-06,2014-10-14,0.33005,0.33392,0.34,0.3279,0.35202
jersand,SH,1000,falling,gcc_50,2019-11-01,2019-10-27,2019-10-21,2019-11-02,2019-10-28,2019-10-22,2019-10-28,2019-10-24,2019-10-20,0.32794,0.32992,0.33468,0.32634,0.34245
jersand,SH,1000,falling,gcc_50,2017-11-14,2017-10-11,2017-09-22,2017-11-21,2017-10-16,2017-09-25,2017-10-27,2017-10-06,2017-09-21,0.32659,0.33232,0.34279,0.32283,0.36189
jersand,SH,1000,falling,gcc_50,2016-11-19,2016-11-08,2016-10-15,2016-11-26,2016-11-10,2016-10-18,2016-11-12,2016-11-01,2016-10-13,0.32777,0.33166,0.33901,0.32509,0.35219
jersand,SH,1000,falling,gcc_50,2015-12-04,2015-11-18,2015-10-10,2015-12-14,2015-11-30,2015-10-11,2015-11-30,2015-11-11,2015-09-06,0.32675,0.32992,0.3359,0.3248,0.34608
jersand,SH,1000,falling,gcc_50,2014-11-19,2014-11-10,2014-10-17,2014-11-27,2014-11-13,2014-10-24,2014-11-15,2014-11-05,2014-10-14,0.32915,0.33255,0.339,0.32674,0.35099
jersand,SH,1000,falling,gcc_mean,2019-11-08,2019-10-27,2019-10-21,2019-11-09,2019-10-28,2019-10-22,2019-10-29,2019-10-25,2019-10-20,0.32814,0.33047,0.33502,0.32657,0.34252
jersand,SH,1000,falling,gcc_mean,2017-11-16,2017-10-13,2017-09-22,2017-11-23,2017-10-17,2017-09-25,2017-10-29,2017-10-09,2017-09-21,0.32691,0.33261,0.3431,0.32306,0.36191
jersand,SH,1000,falling,gcc_mean,2016-11-22,2016-11-08,2016-10-16,2016-11-26,2016-11-10,2016-10-18,2016-11-14,2016-10-31,2016-10-14,0.32802,0.33184,0.33877,0.32543,0.35203
jersand,SH,1000,falling,gcc_mean,2015-12-12,2015-11-30,2015-10-11,2015-12-16,2015-12-01,2015-10-12,2015-12-02,2015-11-14,2015-09-06,0.32682,0.32936,0.33552,0.32481,0.34583
jersand,SH,1000,falling,gcc_mean,2014-11-22,2014-11-11,2014-10-20,2014-11-28,2014-11-14,2014-10-24,2014-11-16,2014-11-07,2014-10-15,0.32891,0.33242,0.33889,0.3265,0.35112
